ru,en,predictions,comet_score
"Погрешность навигации более 3 мм была связана с использованием нейровизуализационных данных с шагом более 3 мм, наличием на снимках артефактов от налобных фиксаторов, чрезмерной быстротой при регистрации пациента, непоследовательностью при касании точек на поверхности головы пациента, неудовлетворительной фиксацией к коже или последующим смещением неинвазивного локалайзера пациента.","A navigation error of more than 3 mm was associated with the use of neuroimaging data with an increment of more than 3 mm, image artifacts from the head locks, high rate of patient registration, inconsequence of touching points on the patient's head, and unsatisfactory fixation to the skin or subsequent displacement of a non-invasive localizer of the patient.","Погрешность навигации более 3 мм ассоциировалась с применением нейровизуализационных данных с шизом более 3 мм, изменением арте",0.5012102723121643
У большинства мужчин в ходе нашего исследования в сперме была обнаружена РНК вируса Зика.,The majority of men in our study had detectable Zika virus RNA in their semen.,У большинства мужчин в нашем исследовании была выявлена препаратная РНК в сперме препарата с препаратом препарата препарата в,0.5007080435752869
"Материал и методы.  В исследование включены 46 пациентов, которым проведено клипирование аневризм и ДТЧ в остром периоде САК (1-12-е сутки) за период 2010-2016 гг.","In recent years, the so-called primary or preventive decompressive craniectomy (DC) has been increasingly used in patients with aneurysmal subarachnoid hemorrhage (SAH).  The main goal of the technique is prevention of refractory intracranial hypertension (ICH) and its consequences.",В последние годы у пациентов с аневризмальной субарахноидной кровообращенией (САК) является профилактика рефракторной декомпре,0.5006991624832153
"Гидроторакс, потребовавший пункционного лечения, отмечен у 1 (7%) больного.",Hydrothorax required puncture was noted in 1 (7%) case.,"Гидроторакс, потребовавший пункционного повреждения, отмечен выше в 1 (7%) случаев вышечной трудности в толщине вышей черепности",0.5001423954963684
В настоящее время фармакологическая терапия пролактином агонистами дофамина (АДs) считается методом выбора.,"[Cerebrospinal fluid rhinorrhea in primary treatment of large and giant prolactinomas with dopamine agonists].  At present, pharmacological therapy of prolactinomas with dopamine agonists (DAs) is considered the treatment of choice.",В настоящее время хроническая хирургическая терапия пролактинальных хронических агонистов хронического лечения хронического л,0.5000026822090149
Для получения адекватных результатов исследований следует соблюдать этапность в применении нейронавигации.,Succession in application of neuronavigation should be used to get adequate test results.,Для получения адекватных результатов для получения препарата препарата с применением применения нейронаганизации должно приме,0.49928638339042664
"Обе группы по возрасту, полу, уровню неврологического дефицита и размерам ишемического очага головного мозга были сопоставимы.","The Control Group was composed of 13 patients with ischaemic stroke, having refused surgical prevention of recurrent stroke.  Both groups were matched by age, gender, level of neurological deficiency and size of cerebral ischaemic foci.","Контрольную группу составили 13 пациентов с ишемическим инсультом, отключавших хирургическую профилактику рецидива повторного и",0.498259037733078
"Успехи и достижения в области нейронаук в связи с развитием нейровизуализационных, нейрохимических и геномных исследований ставят перед психиатрией ряд задач, определяющихся необходимостью разработки новых классификаций психических болезней (в первую очередь МКБ-11), уточнения клинических диагностических критериев и переосмысления сути ряда психических расстройств.","[Psychiatry of the future: multidimensionality of the problems of modern psychiatry and development of classification systems].  The success and achievements in the area of neurosciences due to the development of neuroimaging, neurochemical and genome studies provide tasks for psychiatry determined by the necessity to develop new classifications of mental diseases, primarily ICD-11, specify clinical diagnostic criteria and rethink the essence of some mental disorders.","Успешность и достижения в области нейронауков в зависимости развития нейровизуализационных, нейрохимических и генологических",0.49791064858436584
Обсуждаются возможные механизмы развития вестибулярного головокружения при поражении полушария головного мозга.,Imaging study revealed ischemic stroke with lesions in a parietal-occipital region of the left hemisphere.  Possible mechanisms of vestibular symptoms in hemispheric lesions are discussed.,Обсуждаются возможные механизмы вестибулярной хронической хирургической хирургии при повреждении хронического повреждения гол,0.49774476885795593
"Установлено, что наиболее неблагополучной территорией области по данной патологии является Борисовский район.",The paper presents the results of mathematical-cartographic simulation study of the incidence of caries and acute apical periodontitis in pediatric population of Belgorod region.,Представлены результаты материально-картографического симуляционного исследования частоты кариесов и острого апикального пери,0.49771830439567566
"СРПВ достоверно возрастала при снижении скорости клубочковой фильтрации на каждые 15 мл/мин/1,73 м².","PWV was significantly increased with a decrease in GFR per 15 ml/min per 1,73 m².",Проведено достоверное увеличение ПЖ с уменьшением СКФ на 15 мл/мин для получения двух пациентов в двех случаях: при двех группа,0.497649222612381
"В работе использованы методика системного анализа данных, корреляционный и регрессионный анализы.","The study used system data analysis, correlation and regression analyses.",Результаты и заключение.,0.49596133828163147
"Обнаружено, что отличием изображений ОКТ при очаговой эпителиальной гиперплазии и веррукозной лейкоплакии следует считать равномерное нарушение слоистости тканей и менее четкий сигнал от собственной пластинки слизистой при веррукозной лейкоплакии.  При гиперплазии эпителия в отличие от веррукозной лейкоплакии наблюдается интенсивный сигнал от многослойного плоского эпителия собственная пластинка слизистой визуализируется четче.",The study revealed specific OCT signs of leukoplakia: even disorder of tissue layering and less clear visualization of lamina propria.,Выявлены особенности ОКТ-признаков лейкопакиии: даже расстройство клеточного слоя тканевого слеза и менее частотного визуализ,0.4958203136920929
"Даже в случае установления риногенного характера головной боли хирургическое лечение хронического синусита не всегда приводит к исчезновению или уменьшению головной боли, поэтому перед операцией особое внимание нужно уделять соотношению пользы и риска для пациента.","Hence, the importance of the evaluation of the risks and benefits of such treatment for an individual patient.","В связи с этим, значимость оценки риска риска и положительностей такого лечения больных в группе препаратов головного лечения",0.4957400858402252
"Консервативная терапия оказывает кратковременный положительный эффект, носит симптоматический характер, не приводя к полноценной функциональной реабилитации пациента.",Fuchs endothelial dystrophy is a severe disease characterized by slowly progressing bilateral asymmetric corneal edema usually seen in elderly patients.,"Фукс-эндотелиальная дистрофия является тяжелым заболеванием, характеризующимся медленным прогрессированием двусторонной групп",0.4951278269290924
"Рассмотрен широкий круг вопросов, касающихся метео- и климатоадаптации пациентов с ишемической болезнью сердца, хронической обструктивной болезнью легких, ревматоидным артритом и здоровых коренных и некоренных жителей, а также коррекции дезадаптивных изменений, в том числе с применением природных курортно-бальнеологических факторов той же аридной зоны (сероводородная и йодобромная бальнеотерапия, климато- и спелеотерапия, псаммотерапия).","A wide range of issues id discussed related to weather and climate adaptation of the healthy subjects (both indigenous and non-indigenous residents) and the patients suffering from ischemic heart disease, chronic obstructive pulmonary disease, and rheumatoid arthritis.  Of special interest are the methods proposed for the correction of dysadaptive changes including the application of the natural balneotherapeutic factors existing in the arid zone","Рассмотрен широкий распространенные вопросы, посвященные метеологической и климатоадаптационной адаптации здоровых пациентов (",0.494136244058609
"Обозначена роль современных малоинвазивных методов, к которым относятся рентгенохирургические вмешательства, позволяющих быстро, безопасно и эффективно справиться с проблемой тромбоза мезентериальных сосудов, снизить летальность и улучшить прогноз у пациентов.","The authors point out that there are currently no common approaches to appropriate management of the pathology concerned and define the role of modern minimally invasive methods, which roentgenosurgical interventions belong to, making it possible to rapidly, safely and efficiently cope with the problem of thrombosis of mesenteric vessels, as well as to decrease lethality and improve the prognosis in this cohort of patients.","Показано, что на сегодняшний подходов к коррекционному лечению патологии не было, определяет роль современных малоинвазивных",0.49386224150657654
"Наибольший вклад в вероятность развития первого ИИ, согласно полученной модели, вносят сахарный диабет 2-го типа, адипонектин, аполипопротеин А1, IL-4.","Based on the data obtained in this study, a probability model for the development of the first ischemic stroke was obtained.  Of all the parameters studied, diabetes mellitus, adiponectin, Apo A1, IL-4 made the largest contribution to the probability of the first ischemic stroke.","На основании полученных данных получена модель вероятности развития первого ишемического инсульта, известных показателей при",0.4929637014865875
Описано наблюдение полного пузырного заноса (ППЗ) при беременности двойней.,[Twin pregnancy with complete hydatidiform mole].  The paper describes a case of twin pregnancy with complete hydatidiform mole (CHM).,В статье представлено описание случая беременности двух пациентов с полной полной полностью переменности с полной полностью п,0.49281832575798035
"Отмечено, что жестокое обращение в детстве связано с высокой частотой развития посттравматического стрессового расстройства и суицидального поведения, а также отдельных форм психических заболеваний.","The review of literature over the last decade addresses the impact of childhood abuse and neglect on the further development of addictions and mental disorders.  The results of the studies have been analyzed in the aspect of abuse, age and gender characteristics in childhood and variants of consequences: from neurodevelopment to behavioral disorders.",В обзоре литературы за последнее десятилетилетие обсуждаются влияния на развитие наркологических наркологических расстройств,0.49275821447372437
"Рассматривается случай одномоментного хирургического лечения больного с клинической картиной прогрессирующей хронической церебральной ишемии, обусловленной сочетанным стенозирующим поражением каротидного и вертебрального артериальных бассейнов на фоне непереносимости временного пережатия сонной артерии.",[Simultaneous reconstruction of the carotid and vertebral arteries using a temporary intraluminal shunt (a clinical case)].  The article describes a case of one-stage surgical treatment of a patient with progressive chronic cerebral ischemia caused by combined steno-occlusive lesions of the carotid and vertebral arteries.,В статье представлен случай одноэтапного хирургического лечения пациента с прогрессирующей хронической хронической хроническо,0.49234962463378906
"Принимая во внимание особенности сосудистой анатомии, степень стеноза внутренней сонной артерии с наличием в просвете тромботических масс, тромбоз протеза, принято решение о проведении повторной 'открытой' реконструкции.","Despite medicamentous treatment carried out after the primary operation, the presence of major risk factors had unfavourably contributed to progression of the disseminated atherosclerotic process.  During eight years, the patient had endured reconstructive interventions on the brachiocephalic and coronary arteries, as well as on the vessels of the iliac-femoral-popliteal segment.","Несмотря на медикаментозное лечение, проведенное после первичной операции, наличие основных факторов риска способствует прогр",0.4920136034488678
"Особое внимание уделено изучению нарушений моторных, исполнительных функций, стресс-реактивности, обучения и памяти - эффектов, принципиально сходных у животных и детей с ФАСН.","The review is focused on the effects of exposure to alcohol during the prenatal period in animal models.  The authors outline that prenatally alcohol-induced changes in motor and executive functions, learning and memory, stress reactivity and affective state are remarkably parallel between animals and humans.","В обзоре освещено особенностей воздействия алкогольного воздействия в модели животных, что у животных подходит к методу измен",0.4917418956756592
"В эксперименте изучили капли крови при падении разных предметов с высоты от 10 см до 1,5 м.",The experiments were designed so that the blood droplets were allowed to fall down from the height of 10 cm to 1.5 m.,"Экспериментальные эксперименты проводились с помощью каплетов крови при повышении см повышения до 1,5 м препарата.",0.49133536219596863
Все респонденты были поделены на две группы по критерию участия в боевых действиях.,All respondents were divided into two groups according to the criterion of participation in hostilities.,Все респонденты были разделены на две группы в соответствии с критерием повреждения больных в хрони с помощью временных време,0.4909720718860626
"Под нашим наблюдением в период с 2013 по 2016 г. находились 34 пациента (14 мужчин и 20 женщин) с различными формами воспалительной офтальмопатологии и положительным результатом определения генетического материала (ДНК) микоплазм (Mycoplasma hominis, Ureaplasma urealyticum) и/или хламидий (Chlamydia trachomatis) в слезной жидкости и/или в моче методом полимеразной цепной реакции (ПЦР).  Все пациенты были обследованы на наличие активной продукции генетического материала (ДНК) герпес-вирусов, адено- и энтеровирусов в биологических средах.","Over the period 2013-2016, 34 patients (14 men and 20 women) with different inflammatory processes in the eye who appeared DNA-positive for mycoplasmas (Mycoplasma hominis, Ureaplasma urealyticum) and/or chlamydiae (Chlamydia trachomatis) (PCR testing of tear fluid and/or urine) were followed up.","За период с 2013 по 2016 г. находились 34 пациента (14 мужчин и 20 женщин) с различными воспалительными процессами в глазе, которые являлись",0.4905947744846344
"На втором этапе изучали особенности течения ИБС при сочетании с ПГДЗ, ассоциированной с Нelicobacter pylori (n=147), по сравнению с пациентами ИБС без ПГДЗ (n=147).","In Step 2, the characteristics of the course of CHD concurrent with Helicobacter pylori-associated GDP in 147 patients with these conditions compared to the same number of CHD patients without GDP.",На 2-м этапе особенности течения ИБС сопутствуют о сопутствующем применении ИБС у 147 пациентов с ИБС по сравнению с хронической,0.49047568440437317
"Полученные результаты свидетельствуют об уменьшении оксидантного стресса и признаков воспаления в острейшем периоде ИИ на фоне приема субмаксимальных доз препарата мексидол, снижении степени тяжести неврологического дефицита, повышении физической активности пациентов.","The brain natriuretic peptide (BNP) biomarker, plasma-A-associated pregnancy (PAPP-A) biomarker, average NIHSS score and mean cerebroasthenia score on the MFI-20 scale in the study group were significantly reduced compared to the control group.  This study indicates a decrease in oxidative stress and signs of inflammation, a reduction of the severity of neurological deficit and an increase in physical activity of patients treated with submaximal doses of mexidol.","Проведено снижение оксидативного стресса и признаков воспаления биомаркера мозга, среднего балла по шкале MFI-20 в основной групп",0.48998111486434937
Исследование функции внешнего дыхания осуществляли методами пневмотахометрии во время форсированного экспираторного маневра и спирометрии.,The external respiration function was evaluated by means of pneumotachometry techniques during the forced expiratory maneuver and by spirometry.,Оценка функции внешнего препарата оценивалась методами пневмотахометрической методики во время инструмированного хронического,0.48965585231781006
Проблема обсуждается в аспекте клинических особенностей аффективно-соматоформного синдрома.,Clinical aspects of affective somatoform syndrome are discussed.,Рассмотрены клинические аспекты случаев профилактической синдромы с помощью сосудистой современной синдромы с помощью слухой,0.48904725909233093
"У всех больных независимо от использованной схемы лечения уже с 1-й недели терапии наблюдалась положительная динамика всех субъективных и большинства объективных (гиперемия краев век и конъюнктивы, пастозность век) клинических проявлений блефароконъюнктивита, статистически значимая в сравнении с исходными показателями.  При этом у больных и с аллергическим, и с демодекозным блефароконъюнктивитом, получавших Офтальмоферон, был отмечен достоверно более выраженный позитивный результат после 1-й недели терапии в сравнении с показателями контрольной группы (p<0,01).","From the first treatment week in all patients, regardless of the treatment regimen used, we noted a statistically significant positive change in all subjective and the majority of objective blepharoconjunctivitis clinical manifestations, such as eyelids' edge and conjunctiva hyperemia and eyelid swelling.","С 1-й недели лечения у всех пациентов, независимо от использованной схемы лечения, положительные изменения всех субъективных и",0.48854056000709534
При проведении раннего ЭЗП предпочтительнее комбинированное медикаментозное подавление секреции (Octreotide + Quamatel) по сравнению с монотерапией (Octreotide или Quamatel).,Dual medication (Octreotide + Quamatel) is more preferable than monotherapy (Octreotide or Quamatel).,"Октреотид + куматель) предпочтительнее предпочтительное лечение (Октреотид + кумател) препарата, чем препарат проведения монотер",0.4882080852985382
Серьезное осложнение венозного тромбоза – тромбоэмболия легочной артерии.,It is characterised by formation of thrombotic masses in the system of the deep veins of the lower extremities.,Он характеризуется формированием тромботической массы в системе глубоких конечностей верхней глубоких конечностей в хроническ,0.4880877435207367
"Представлены результаты исследования, направленного на оценку эффективности и безопасности применения компрессионного трикотажа «Mediven Plus» у пациентов старшей возрастной группы на основании демографических, антропометрических данных и результатов клинического обследования, данных инструментального (дуплексное ультразвуковое сканирование, волюметрия, легометрия) и лабораторного обследований (фибриноген, растворимые фибрин-мономерные комплексы).","[Evaluation of the effectiveness and safety of compression hosiery «Mediven Plus» in the treatment of elderly patients with chronic venous diseases of the lower extremities].  This publication presents the results of a study aimed at assessing the justification of the use of compression hosiery «Mediven Plus» among patients in the older age group on the basis of demographic, anthropometric data (gender, age, weight of the patient; the volume of the lower leg, upper thigh), clinical examination, data of instrumental examination (duplex ultrasound, volumetry, legometry), data of laboratory tests (fibrinogen, soluble fibrin-monomer complexes).","Представлены результаты исследования, направленного на оценку обоснования применения компрессионного гизерического плита «Меди",0.4877305328845978
"Кислые воды с высоким содержанием металлов (сульфатные воды различного катионного состава) гайского типа используются для наружного применения в виде ванн и купаний при лечении и профилактике болезней нервной, костно-мышечной и мочеполовой систем, заболеваний кожи.","Mineral water of the Kul'dursky type can be used for the external use in the form of bathing and other hydrotherapeutic procedures for the management and prevention of the diseases of various dermatoses, the diseases of the nervous, musculoskeletal, and genitourinary systems.",Метальная вода кулярного типа Кулярского типа может быть использована для наружного использования в виде ванирования и других,0.48764461278915405
"По данным государственной статистики проведен анализ показателей первичной инвалидности в РФ за 2003-2015 гг. с учётом численности лиц трудоспособного и старше трудоспособного возраста, впервые признанных инвалидами.","[Socio-medical aspects of primary disability among those of working and over working age in Russian Federation].  According to the State Statistics a the indicators of primary disability in 2003-2015 years in Russia were studied, taking into account the population in working and over working age first time recognized as disabled persons.",Согласно государственной статистике изучали показатели первичной инвалидности в России с помощью первичной группы в хруппе пе,0.48744988441467285
"В этом документе описываются основные стратегии программы: целенаправленная работа на местном и национальном уровнях, мониторинг использования антибиотиков с целью принятия обоснованных решений, национальная цель по назначению антибиотиков, наблюдение за резистентностью к антибиотикам для принятия действий на местном, национальном и глобальном уровнях, отслеживание тенденций резистентности, контроль инфекций с целью ограничения распространения резистентности, взаимодействие для повышения осведомленности о действиях и изменение поведенческих схем.  Ключевым элементом в достижении долгосрочных изменений был подход «снизу вверх» при тесном сотрудничестве на местном уровне с врачами, назначающими лекарственные препараты.","A key element for achieving long-term changes has been the bottom-up approach, including working closely with prescribers at the local level.","Ключевым элементом для достижения длительных изменений является достоверный подход, включая течение препаратов в течение выпо",0.4873451292514801
"Полученные средние значения плотности заднего корнеального эпителия у обследованных лиц 40-80 лет и старше, подтверждают постоянное уменьшение числа роговичных эндотелиоцитов с возрастом.","The average values of the density of the corneal posterior epithelium for the age intervals 40-49, 50-59, 60-69, 70-79, 80 years and older are shown, a constant decrease in the number of endotheliocyte cells as the number of years lived increases.","Показано, что среднее значение плотности заднего эпителия роговицы для возрастного контроля 40-49, 50-59, 60-69 70-79, 80 лет и старше, что",0.48724398016929626
В режиме P-CMV для достижения целевого диапазона PaCO2 регулировались параметры Pinsp и частоты вдохов.,"In the P-CMV mode, the Pinsp and RR parameters were adjusted to achieve the target PaCO2 range.",В режиме P-CMV для достижения целевой диапазонной диапности для препарата выполнения хронической диапазонной диапазонности для,0.4869396388530731
"Наиболее перспективными направлениями оптимизации, показавшими свою эффективность как за рубежом, так и в Российской Федерации, в том числе в Тюменской области, являются создание мультидисциплинарных выездных бригад и использование телекоммуникационных технологий.","Medical care after acute stroke or other chronic disabling diseases (epilepsy, Parkinson's disease) in rural settings is quite challenging due to the lack of access to specialized medical treatment facilities, low level of resources in medical and obstetric centers, low quality of healthcare, personnel turnover in rural healthcare and insufficient coverage of population with outpatient follow-up services.  The most promising optimization approaches, which proved to be effective both abroad and in the Russian Federation, including Tyumen district, are the development of multidisciplinary mobile teams and telemedicine.","Наиболее переспективными подходами оптимизации, оказывавшимися эффективными как за медицинскому лечению, так и в Российской Ф",0.48671233654022217
"Выраженность лечебного эффекта неоадъювантной терапии оценивалась по системе RCB с применением on-line-калькулятора, остаточная опухолевая нагрузка ранжировалась по классам от 0 до III. Маркеры CD44, СD24 и тенасцин С выявляли стандартным иммунопероксидазным методом в первичных биопсиях.","The magnitude of the health-promoting effect of neoadjuvant therapy was evaluated according to the residual cancer burden (RCB) system using an on-line calculator; RCB was categorized into classes (from RCB-0 to RCB-III).  The markers CD44, СD24, and tenascin C were identified by the standard immunoperoxidase method in the primary biopsies.",Выраженность медицинского эффекта неоадъювантной терапии оценивалась по системе острой рака с использованием отонличного каль,0.4865133464336395
"Вакуумно-аспирационная резекция молочных желез выполнена у 50 женщин в возрасте от 22 лет до 51 года (35,1±2,6 года).",To assess the diagnostic significance and safety of vacuum-assisted resection in patients with focal breast cancer BIRADS category 3 and 4.,Для оценки диагностической значимости и безопасности резекции вакумально-ассоциированных препаратов у пациентов с хронической,0.485638290643692
Применение L-карнитина у больных с ИИ заметно повысило их удовлетворенность своим состоянием.,L-carnitine significantly improved the quality of life of the patients.,Показатели L-карнитина достоверно улучшили качество жизни пациентов с хирургической группой по повреждению с помощью показател,0.4856151044368744
"Представлены результаты международных исследований, системных обзоров и консенсусов экспертных групп об эффективности и безопасности ботулинотерапии у детей после ЧМТ.","The article summarizes the results of international investigations, systematic reviews and consensus statements about the efficacy and safety of botulinum toxin treatment in children after the TBI.","В статье обобщены результаты международных исследований, системных обзоров и консенсультных закономерных консервативных консе",0.48521119356155396
Цитофлавином лечили 32 ребенка в возрасте от 1 года до 17 лет.,"MATERIAL AND METHODS  A blind, placebo - controlled, randomized study was carried out.",Проведено клиническое исследование проводилось проведение контролированного плацебового лечения.,0.48514631390571594
"Блейлеровская концепция, акцентирующая диагноз шизофрении на психопатологическом и патопсихологическом статусе больного, в отличие от концепции dementia praecox E. Kraepelin c бóльшим основанием диагноза на течении и исходе, сделала возможным значительное расширение границ шизофрении за счет различных психотических и непсихотических расстройств, другими авторами относимых к формам дегенеративного помешательства, неврозам и психопатиям.","E. Bleuler's concept accentuated the diagnosis of schizophrenia on the psychopathological and pathopsychological state of the patient, in contrast to E. Kraepelin's concept of dementia praecox based on the course and outcome, made possible the expansion of schizophrenia boundaries at the expense of different psychotic and nonpsychotic disorders that other authors attributed to the forms of 'degenerative madness', neuroses and psychopathies.","Концепция Блейлера, установленная диагноз шизофрении на психопатологическом и патопсихологическом состоянии больного, в отнош",0.4847384989261627
"Представленные методы количественной и качественной оценки артефактной тени плавающих помутнений в слоях сетчатки являются перспективными и могут иметь большое клиническое значение для динамического наблюдения, оптимизации показаний к лечению и оценки эффективности YAG-лазерного витреолизиса.","Suggested methods of quantitative and qualitative assessment of artifactual shadows of the floaters in retinal layers are promising and may prove to be highly relevant for clinical monitoring of patients, optimization of treatment indications and evaluating effectiveness of YAG-laser vitreolysis.",Представленные методы количественной и качественной оценки артефактной тени плавающих плавающих слоев сетчатки являются перен,0.48471707105636597
"Были отобраны и включены в созданный чек-лист клинические признаки латентной дистрофии, а также разработана процедура их оценки.",The final checklist contained the most typical signs of this disorder according to the opinion of the experts.  The procedure of evaluation of these signs was developed.,"В заключении по данным эксперимента включены наиболее примененные признаки данного расстройства по данным эксперта, препарат",0.4846951961517334
"В средней стадии фазы пролиферации экспрессия гликоделина в эпителиоцитах желез была обнаружена с интенсивностью от умеренной до сильной в 83,3%.","In the middle stage of proliferation, the expression of glycodelin in the glandular epithelial cells was detected to be moderate to strong in 83.3%.",В среднем этапе пролиферации выявлена выраженная гликоделина в хронических клетках препарата препаратов препарата клеточного,0.4840720593929291
"Кистозные образования носоглотки, распространенность которых в популяции может достигать 14%, почти никогда не проявляются клинически.",[Differential diagnostics and the treatment strategy for the management of the nasopharyngeal cystic lesions].  The nasopharyngeal cystic lesions are quite common (affecting up to 14% of the general population) even though the majority of the cases are asymptomatic.,"Кистологические поражения носоглазного поражения являются хроническими, причинающими до 14% повреждений по повреждению общей по",0.48338690400123596
"Помимо резистентности опухоли к терапии и непереносимости АД больными, могут возникать осложнения на фоне консервативного лечения (ликворея, кровоизлияние в опухоль).","Along with tumor resistance to therapy and patient intolerance of DAs, complications (liquorrhea, hemorrhage in the tumor) may occur during conservative treatment.",Помимо устойчивостью опухоли к терапии и неформализации пациентов с ОД при хронической хронической опухоли в опухоли может пр,0.4816029369831085
